1,0
2,1
3,2
4,2
5,3
6,3
7,4
8,4
9,4
10,4
11,5
12,5
13,6
14,6
15,6
16,6
17,7
18,7
19,8
20,8
21,8
22,8
23,9
24,9
25,9
26,9
27,9
28,9
29,10
30,10
31,11
32,11
33,11
34,11
35,11
36,11
37,12
38,12
39,12
40,12
41,13
42,13
43,14
44,14
45,14
46,14
47,15
48,15
49,15
50,15
51,15
52,15
53,16
54,16
55,16
56,16
57,16
58,16
59,17
60,17
61,18
62,18
63,18
64,18
65,18
66,18
67,19
68,19
69,19
70,19
71,20
72,20
73,21
74,21
75,21
76,21
77,21
78,21
79,22
80,22
81,22
82,22
83,23
84,23
85,23
86,23
87,23
88,23
89,24
90,24
91,24
92,24
93,24
94,24
95,24
96,24
97,25
98,25
99,25
100,25
101,26
102,26
103,27
104,27
105,27
106,27
107,28
108,28
109,29
110,29
111,29
112,29
113,30
114,30
115,30
116,30
117,30
118,30
119,30
120,30
121,30
122,30
123,30
124,30
125,30
126,30
127,31
128,31
129,31
130,31
131,32
132,32
133,32
134,32
135,32
136,32
137,33
138,33
139,34
140,34
141,34
142,34
143,34
144,34
145,34
146,34
147,34
148,34
149,35
150,35
151,36
152,36
153,36
154,36
155,36
156,36
157,37
158,37
159,37
160,37
161,37
162,37
163,38
164,38
165,38
166,38
167,39
168,39
169,39
170,39
171,39
172,39
173,40
174,40
175,40
176,40
177,40
178,40
179,41
180,41
181,42
182,42
183,42
184,42
185,42
186,42
187,42
188,42
189,42
190,42
191,43
192,43
193,44
194,44
195,44
196,44
197,45
198,45
199,46
200,46
201,46
202,46
203,46
204,46
205,46
206,46
207,46
208,46
209,46
210,46
211,47
212,47
213,47
214,47
215,47
216,47
217,47
218,47
219,47
220,47
221,47
222,47
223,48
224,48
225,48
226,48
227,49
228,49
229,50
230,50
231,50
232,50
233,51
234,51
235,51
236,51
237,51
238,51
239,52
240,52
241,53
242,53
243,53
244,53
245,53
246,53
247,53
248,53
249,53
250,53
251,54
252,54
253,54
254,54
255,54
256,54
257,55
258,55
259,55
260,55
261,55
262,55
263,56
264,56
265,56
266,56
267,56
268,56
269,57
270,57
271,58
272,58
273,58
274,58
275,58
276,58
277,59
278,59
279,59
280,59
281,60
282,60
283,61
284,61
285,61
286,61
287,61
288,61
289,61
290,61
291,61
292,61
293,62
294,62
295,62
296,62
297,62
298,62
299,62
300,62
301,62
302,62
303,62
304,62
305,62
306,62
307,63
308,63
309,63
310,63
311,64
312,64
313,65
314,65
315,65
316,65
317,66
318,66
319,66
320,66
321,66
322,66
323,66
324,66
325,66
326,66
327,66
328,66
329,66
330,66
331,67
332,67
333,67
334,67
335,67
336,67
337,68
338,68
339,68
340,68
341,68
342,68
343,68
344,68
345,68
346,68
347,69
348,69
349,70
350,70
351,70
352,70
353,71
354,71
355,71
356,71
357,71
358,71
359,72
360,72
361,72
362,72
363,72
364,72
365,72
366,72
367,73
368,73
369,73
370,73
371,73
372,73
373,74
374,74
375,74
376,74
377,74
378,74
379,75
380,75
381,75
382,75
383,76
384,76
385,76
386,76
387,76
388,76
389,77
390,77
391,77
392,77
393,77
394,77
395,77
396,77
397,78
398,78
399,78
400,78
401,79
402,79
403,79
404,79
405,79
406,79
407,79
408,79
409,80
410,80
411,80
412,80
413,80
414,80
415,80
416,80
417,80
418,80
419,81
420,81
421,82
